,Crypto,Funding Rate,Exchange,date_time
501,"""CTK"" ",0.01,"""Binance CTK ",2022-05-27 00:29:58.570406
507,"""CTSI"" ",0.01,"""Binance CTSI ",2022-05-27 00:29:58.570406
513,"""CVC"" ",0.01,"""Binance CVC ",2022-05-27 00:29:58.570406
516,"""CVC"" ",-0.0328,"""FTX CVC ",2022-05-27 00:29:58.570406
522,"""CVX"" ",-0.0408,"""FTX CVX ",2022-05-27 00:29:58.570406
526,"""DASH"" ",-0.019474,"""Binance DASH ",2022-05-27 00:29:58.570406
529,"""DASH"" ",-0.0144,"""FTX DASH ",2022-05-27 00:29:58.570406
535,"""DAWN"" ",0.04,"""FTX DAWN ",2022-05-27 00:29:58.570406
542,"""DEFIM"" ",0.01,"""BitMEX DEFIM ",2022-05-27 00:29:58.570406
548,"""DEFIMEXTT"" ",0.4955,"""BitMEX DEFIMEXTT ",2022-05-27 00:29:58.570406
551,"""DENT"" ",0.01,"""Binance DENT ",2022-05-27 00:29:58.570406
554,"""DENT"" ",-0.0912,"""FTX DENT ",2022-05-27 00:29:58.570406
558,"""DGB"" ",0.01,"""Binance DGB ",2022-05-27 00:29:58.570406
564,"""DODO"" ",0.01,"""Binance DODO ",2022-05-27 00:29:58.570406
567,"""DODO"" ",-0.0864,"""FTX DODO ",2022-05-27 00:29:58.570406
571,"""DOGEB"" ",0.01,"""Binance DOGEB ",2022-05-27 00:29:58.570406
577,"""DOGEBUSD"" ",0.001836,"""Binance DOGEBUSD ",2022-05-27 00:29:58.570406
586,"""DOGET"" ",-0.0148,"""BitMEX DOGET ",2022-05-27 00:29:58.570406
592,"""DOTT"" ",-0.0023,"""BitMEX DOTT ",2022-05-27 00:29:58.570406
597,"""DRGN"" ",-0.0128,"""FTX DRGN ",2022-05-27 00:29:58.570406
601,"""DUSK"" ",0.008796,"""Binance DUSK ",2022-05-27 00:29:58.570406
607,"""DYDX"" ",-0.014518,"""Binance DYDX ",2022-05-27 00:29:58.570406
610,"""DYDX"" ",-0.0784,"""FTX DYDX ",2022-05-27 00:29:58.570406
616,"""EDEN"" ",0.0312,"""FTX EDEN ",2022-05-27 00:29:58.570406
620,"""EGLD"" ",0.004648,"""Binance EGLD ",2022-05-27 00:29:58.570406
623,"""EGLD"" ",-0.0144,"""FTX EGLD ",2022-05-27 00:29:58.570406
627,"""ENJ"" ",-0.032398,"""Binance ENJ ",2022-05-27 00:29:58.570406
629,"""ENJ"" ",0.01082624,"""dYdX ENJ ",2022-05-27 00:29:58.570406
631,"""ENJ"" ",-0.0336,"""FTX ENJ ",2022-05-27 00:29:58.570406
635,"""ENS"" ",-0.010405,"""Binance ENS ",2022-05-27 00:29:58.570406
638,"""ENS"" ",-0.0168,"""FTX ENS ",2022-05-27 00:29:58.570406
645,"""EOST"" ",0.01,"""BitMEX EOST ",2022-05-27 00:29:58.570406
648,"""ETHBU"" ",0.003812,"""Binance ETHBU ",2022-05-27 00:29:58.570406
654,"""ETHBUSD"" ",0.01,"""Binance ETHBUSD ",2022-05-27 00:29:58.570406
663,"""ETHT"" ",0.01,"""BitMEX ETHT ",2022-05-27 00:29:58.570406
668,"""FIDA"" ",-0.1384,"""FTX FIDA ",2022-05-27 00:29:58.570406
672,"""FIL"" ",-0.030428,"""Binance FIL ",2022-05-27 00:29:58.570406
674,"""FIL"" ",-0.0006528,"""dYdX FIL ",2022-05-27 00:29:58.570406
676,"""FIL"" ",-0.0328,"""FTX FIL ",2022-05-27 00:29:58.570406
683,"""FILT"" ",0.0644,"""BitMEX FILT ",2022-05-27 00:29:58.570406
686,"""FLM"" ",-0.001173,"""Binance FLM ",2022-05-27 00:29:58.570406
689,"""FLM"" ",-0.0752,"""FTX FLM ",2022-05-27 00:29:58.570406
693,"""FLOW"" ",-0.041997,"""Binance FLOW ",2022-05-27 00:29:58.570406
696,"""FLOW"" ",-0.0616,"""FTX FLOW ",2022-05-27 00:29:58.570406
700,"""FTM"" ",-0.013815,"""Binance FTM ",2022-05-27 00:29:58.570406
703,"""FTM"" ",-0.0176,"""FTX FTM ",2022-05-27 00:29:58.570406
707,"""FTMBUSD"" ",0.000299,"""Binance FTMBUSD ",2022-05-27 00:29:58.570406
716,"""FTMT"" ",0.01,"""BitMEX FTMT ",2022-05-27 00:29:58.570406
719,"""FTT"" ",0.008775,"""Binance FTT ",2022-05-27 00:29:58.570406
722,"""FTT"" ",0.0016,"""FTX FTT ",2022-05-27 00:29:58.570406
726,"""FTTBU"" ",0.01,"""Binance FTTBU ",2022-05-27 00:29:58.570406
732,"""FTTBUSD"" ",0.000843,"""Binance FTTBUSD ",2022-05-27 00:29:58.570406
740,"""FXS"" ",0.008,"""FTX FXS ",2022-05-27 00:29:58.570406
744,"""GAL"" ",-0.027443,"""Binance GAL ",2022-05-27 00:29:58.570406
747,"""GAL"" ",-0.0208,"""FTX GAL ",2022-05-27 00:29:58.570406
749,"""GAL"" ",0.0438,"""BitMEX GAL ",2022-05-27 00:29:58.570406
752,"""GALA"" ",-0.016449,"""Binance GALA ",2022-05-27 00:29:58.570406
755,"""GALA"" ",-0.02,"""FTX GALA ",2022-05-27 00:29:58.570406
759,"""GALABUSD"" ",0.01,"""Binance GALABUSD ",2022-05-27 00:29:58.570406
765,"""GALBUSD"" ",-0.006168,"""Binance GALBUSD ",2022-05-27 00:29:58.570406
774,"""GALT"" ",0.2254,"""BitMEX GALT ",2022-05-27 00:29:58.570406
779,"""GLMR"" ",0.0608,"""FTX GLMR ",2022-05-27 00:29:58.570406
783,"""GMT"" ",-0.330814,"""Binance GMT ",2022-05-27 00:29:58.570406
786,"""GMT"" ",-0.6224,"""FTX GMT ",2022-05-27 00:29:58.570406
788,"""GMT"" ",0.01,"""BitMEX GMT ",2022-05-27 00:29:58.570406
791,"""GMTBUSD"" ",-0.350875,"""Binance GMTBUSD ",2022-05-27 00:29:58.570406
800,"""GMTT"" ",0.01,"""BitMEX GMTT ",2022-05-27 00:29:58.570406
803,"""GRT"" ",-0.007726,"""Binance GRT ",2022-05-27 00:29:58.570406
806,"""GRT"" ",-0.008,"""FTX GRT ",2022-05-27 00:29:58.570406
812,"""GST"" ",-1.6488,"""FTX GST ",2022-05-27 00:29:58.570406
816,"""GTC"" ",-0.012693,"""Binance GTC ",2022-05-27 00:29:58.570406
822,"""HBAR"" ",0.005532,"""Binance HBAR ",2022-05-27 00:29:58.570406
825,"""HBAR"" ",-0.0216,"""FTX HBAR ",2022-05-27 00:29:58.570406
829,"""HNT"" ",-0.038171,"""Binance HNT ",2022-05-27 00:29:58.570406
832,"""HNT"" ",-0.0448,"""FTX HNT ",2022-05-27 00:29:58.570406
838,"""HOLY"" ",-0.2104,"""FTX HOLY ",2022-05-27 00:29:58.570406
842,"""HOT"" ",-0.005107,"""Binance HOT ",2022-05-27 00:29:58.570406
845,"""HOT"" ",-0.0376,"""FTX HOT ",2022-05-27 00:29:58.570406
851,"""HT"" ",-0.0464,"""FTX HT ",2022-05-27 00:29:58.570406
857,"""HUM"" ",0.1472,"""FTX HUM ",2022-05-27 00:29:58.570406
861,"""ICP"" ",-0.020276,"""Binance ICP ",2022-05-27 00:29:58.570406
863,"""ICP"" ",0.00509728,"""dYdX ICP ",2022-05-27 00:29:58.570406
865,"""ICP"" ",-0.0312,"""FTX ICP ",2022-05-27 00:29:58.570406
869,"""ICX"" ",-0.048672,"""Binance ICX ",2022-05-27 00:29:58.570406
872,"""ICX"" ",-0.0592,"""FTX ICX ",2022-05-27 00:29:58.570406
876,"""IMX"" ",-0.012337,"""Binance IMX ",2022-05-27 00:29:58.570406
879,"""IMX"" ",-0.0296,"""FTX IMX ",2022-05-27 00:29:58.570406
883,"""IOST"" ",-0.013559,"""Binance IOST ",2022-05-27 00:29:58.570406
886,"""IOST"" ",-0.0432,"""FTX IOST ",2022-05-27 00:29:58.570406
890,"""IOTA"" ",-0.017832,"""Binance IOTA ",2022-05-27 00:29:58.570406
893,"""IOTA"" ",-0.0144,"""FTX IOTA ",2022-05-27 00:29:58.570406
897,"""IOTX"" ",-0.02472,"""Binance IOTX ",2022-05-27 00:29:58.570406
903,"""JASMY"" ",-0.036748,"""Binance JASMY ",2022-05-27 00:29:58.570406
906,"""JASMY"" ",-0.0024,"""FTX JASMY ",2022-05-27 00:29:58.570406
912,"""KBTT"" ",0.1728,"""FTX KBTT ",2022-05-27 00:29:58.570406
916,"""KEEP"" ",0.01,"""Binance KEEP ",2022-05-27 00:29:58.570406
924,"""KIN"" ",0.0152,"""FTX KIN ",2022-05-27 00:29:58.570406
928,"""KLAY"" ",-0.070633,"""Binance KLAY ",2022-05-27 00:29:58.570406
936,"""KSHIB"" ",-0.02,"""FTX KSHIB ",2022-05-27 00:29:58.570406
940,"""KSM"" ",-0.02348,"""Binance KSM ",2022-05-27 00:29:58.570406
943,"""KSM"" ",-0.0208,"""FTX KSM ",2022-05-27 00:29:58.570406
949,"""KSOS"" ",-0.0088,"""FTX KSOS ",2022-05-27 00:29:58.570406
953,"""LEND"" ",0.01,"""Binance LEND ",2022-05-27 00:29:58.570406
956,"""LEND"" ",0.004,"""FTX LEND ",2022-05-27 00:29:58.570406
962,"""LEO"" ",-0.1736,"""FTX LEO ",2022-05-27 00:29:58.570406
966,"""LINA"" ",-0.023665,"""Binance LINA ",2022-05-27 00:29:58.570406
969,"""LINA"" ",0.008,"""FTX LINA ",2022-05-27 00:29:58.570406
976,"""LINKT"" ",0.01,"""BitMEX LINKT ",2022-05-27 00:29:58.570406
979,"""LIT"" ",-0.015264,"""Binance LIT ",2022-05-27 00:29:58.570406
987,"""LOOKS"" ",0.008,"""FTX LOOKS ",2022-05-27 00:29:58.570406
991,"""LPT"" ",-0.021791,"""Binance LPT ",2022-05-27 00:29:58.570406
997,"""LRC"" ",-0.067334,"""Binance LRC ",2022-05-27 00:29:58.570406
1000,"""LRC"" ",-0.064,"""FTX LRC ",2022-05-27 00:29:58.570406
1007,"""LTCT"" ",-0.0259,"""BitMEX LTCT ",2022-05-27 00:29:58.570406
1010,"""LUNA"" ",0.01,"""Binance LUNA ",2022-05-27 00:29:58.570406
1012,"""LUNA"" ",0.0,"""dYdX LUNA ",2022-05-27 00:29:58.570406
1014,"""LUNA"" ",-14.4832,"""FTX LUNA ",2022-05-27 00:29:58.570406
1016,"""LUNA"" ",1.875,"""BitMEX LUNA ",2022-05-27 00:29:58.570406
1019,"""LUNABUSD"" ",-2.499998,"""Binance LUNABUSD ",2022-05-27 00:29:58.570406
1028,"""LUNAT"" ",1.875,"""BitMEX LUNAT ",2022-05-27 00:29:58.570406
1031,"""MANA"" ",-0.035245,"""Binance MANA ",2022-05-27 00:29:58.570406
1034,"""MANA"" ",-0.0376,"""FTX MANA ",2022-05-27 00:29:58.570406
1041,"""MANAT"" ",0.01,"""BitMEX MANAT ",2022-05-27 00:29:58.570406
1046,"""MAPS"" ",0.0496,"""FTX MAPS ",2022-05-27 00:29:58.570406
1050,"""MASK"" ",-0.01952,"""Binance MASK ",2022-05-27 00:29:58.570406
1056,"""MATIC"" ",-0.015772,"""Binance MATIC ",2022-05-27 00:29:58.570406
1058,"""MATIC"" ",-0.00134456,"""dYdX MATIC ",2022-05-27 00:29:58.570406
1060,"""MATIC"" ",-0.0104,"""FTX MATIC ",2022-05-27 00:29:58.570406
1062,"""MATIC"" ",0.01,"""BitMEX MATIC ",2022-05-27 00:29:58.570406
1068,"""MATICT"" ",0.01,"""BitMEX MATICT ",2022-05-27 00:29:58.570406
1073,"""MCB"" ",0.248,"""FTX MCB ",2022-05-27 00:29:58.570406
1079,"""MEDIA"" ",-0.1216,"""FTX MEDIA ",2022-05-27 00:29:58.570406
1085,"""MER"" ",0.068,"""FTX MER ",2022-05-27 00:29:58.570406
1092,"""METAM"" ",0.01,"""BitMEX METAM ",2022-05-27 00:29:58.570406
1098,"""METAMEXTT"" ",0.9718,"""BitMEX METAMEXTT ",2022-05-27 00:29:58.570406
1103,"""MINA"" ",-0.2144,"""FTX MINA ",2022-05-27 00:29:58.570406
1107,"""MKR"" ",-0.007251,"""Binance MKR ",2022-05-27 00:29:58.570406
1109,"""MKR"" ",0.0072732,"""dYdX MKR ",2022-05-27 00:29:58.570406
1111,"""MKR"" ",-0.0176,"""FTX MKR ",2022-05-27 00:29:58.570406
1117,"""MNGO"" ",-0.0344,"""FTX MNGO ",2022-05-27 00:29:58.570406
1123,"""MOB"" ",0.0184,"""FTX MOB ",2022-05-27 00:29:58.570406
1127,"""MTL"" ",-0.063599,"""Binance MTL ",2022-05-27 00:29:58.570406
1130,"""MTL"" ",-0.0496,"""FTX MTL ",2022-05-27 00:29:58.570406
1136,"""MVDA1"" ",-0.004,"""FTX MVDA1 ",2022-05-27 00:29:58.570406
1142,"""MVDA10"" ",0.0256,"""FTX MVDA10 ",2022-05-27 00:29:58.570406
1148,"""MVDA2"" ",-0.0272,"""FTX MVDA2 ",2022-05-27 00:29:58.570406
1154,"""MVDA25"" ",0.0152,"""FTX MVDA25 ",2022-05-27 00:29:58.570406
1158,"""NEAR"" ",-0.026842,"""Binance NEAR ",2022-05-27 00:29:58.570406
1160,"""NEAR"" ",-0.00102624,"""dYdX NEAR ",2022-05-27 00:29:58.570406
1162,"""NEAR"" ",-0.0304,"""FTX NEAR ",2022-05-27 00:29:58.570406
1164,"""NEAR"" ",0.01,"""BitMEX NEAR ",2022-05-27 00:29:58.570406
1167,"""NEARBUSD"" ",-0.079471,"""Binance NEARBUSD ",2022-05-27 00:29:58.570406
1176,"""NEART"" ",0.01,"""BitMEX NEART ",2022-05-27 00:29:58.570406
1179,"""NEO"" ",-0.020545,"""Binance NEO ",2022-05-27 00:29:58.570406
1182,"""NEO"" ",-0.028,"""FTX NEO ",2022-05-27 00:29:58.570406
1186,"""NKN"" ",-0.012081,"""Binance NKN ",2022-05-27 00:29:58.570406
1194,"""NPXS"" ",-3.1072,"""FTX NPXS ",2022-05-27 00:29:58.570406
1198,"""NU"" ",-0.231514,"""Binance NU ",2022-05-27 00:29:58.570406
1204,"""OCEAN"" ",-0.004364,"""Binance OCEAN ",2022-05-27 00:29:58.570406
1210,"""OGN"" ",-0.020056,"""Binance OGN ",2022-05-27 00:29:58.570406
1218,"""OKB"" ",-0.0256,"""FTX OKB ",2022-05-27 00:29:58.570406
1222,"""OMG"" ",0.005146,"""Binance OMG ",2022-05-27 00:29:58.570406
1225,"""OMG"" ",-0.0096,"""FTX OMG ",2022-05-27 00:29:58.570406
1229,"""ONE"" ",-0.007325,"""Binance ONE ",2022-05-27 00:29:58.570406
1232,"""ONE"" ",-0.0128,"""FTX ONE ",2022-05-27 00:29:58.570406
1236,"""ONT"" ",-0.031889,"""Binance ONT ",2022-05-27 00:29:58.570406
1239,"""ONT"" ",-0.0416,"""FTX ONT ",2022-05-27 00:29:58.570406
1245,"""ORBS"" ",0.0144,"""FTX ORBS ",2022-05-27 00:29:58.570406
1251,"""OXY"" ",0.176,"""FTX OXY ",2022-05-27 00:29:58.570406
1257,"""PAXG"" ",0.0208,"""FTX PAXG ",2022-05-27 00:29:58.570406
1261,"""PEOPL"" ",0.01,"""Binance PEOPL ",2022-05-27 00:29:58.570406
1264,"""PEOPL"" ",-0.0072,"""FTX PEOPL ",2022-05-27 00:29:58.570406
1268,"""PEOPLE"" ",-0.008706,"""Binance PEOPLE ",2022-05-27 00:29:58.570406
1271,"""PEOPLE"" ",-0.0232,"""FTX PEOPLE ",2022-05-27 00:29:58.570406
1277,"""PERP"" ",-0.408,"""FTX PERP ",2022-05-27 00:29:58.570406
1283,"""POLIS"" ",-0.0008,"""FTX POLIS ",2022-05-27 00:29:58.570406
1289,"""PROM"" ",0.0504,"""FTX PROM ",2022-05-27 00:29:58.570406
1295,"""PUNDI"" ",-0.116,"""FTX PUNDI ",2022-05-27 00:29:58.570406
1301,"""PUNDIX"" ",0.0216,"""FTX PUNDIX ",2022-05-27 00:29:58.570406
1305,"""QTUM"" ",-0.033891,"""Binance QTUM ",2022-05-27 00:29:58.570406
1308,"""QTUM"" ",-0.044,"""FTX QTUM ",2022-05-27 00:29:58.570406
1314,"""RAMP"" ",0.1264,"""FTX RAMP ",2022-05-27 00:29:58.570406
1318,"""RAY"" ",-0.031726,"""Binance RAY ",2022-05-27 00:29:58.570406
