,Crypto,Funding Rate,Exchange,date_time
376,"""BSV"" ",-0.0608,"""FTX BSV ",2022-05-27 20:01:06.997267
380,"""BTCBU"" ",-0.008024,"""Binance BTCBU ",2022-05-27 20:01:06.997267
386,"""BTCDO"" ",0.01,"""Binance BTCDO ",2022-05-27 20:01:06.997267
392,"""BTCST"" ",0.01,"""Binance BTCST ",2022-05-27 20:01:06.997267
398,"""BTS"" ",0.075661,"""Binance BTS ",2022-05-27 20:01:06.997267
404,"""BTT"" ",0.019598,"""Binance BTT ",2022-05-27 20:01:06.997267
407,"""BTT"" ",-0.1408,"""FTX BTT ",2022-05-27 20:01:06.997267
411,"""BZRX"" ",0.089926,"""Binance BZRX ",2022-05-27 20:01:06.997267
417,"""C98"" ",0.067425,"""Binance C98 ",2022-05-27 20:01:06.997267
420,"""C98"" ",-0.0192,"""FTX C98 ",2022-05-27 20:01:06.997267
426,"""CAKE"" ",-0.0344,"""FTX CAKE ",2022-05-27 20:01:06.997267
432,"""CEL"" ",-0.0432,"""FTX CEL ",2022-05-27 20:01:06.997267
437,"""CELO"" ",0.01,"""dYdX CELO ",2022-05-27 20:01:06.997267
439,"""CELO"" ",0.004,"""FTX CELO ",2022-05-27 20:01:06.997267
443,"""CELR"" ",0.01,"""Binance CELR ",2022-05-27 20:01:06.997267
449,"""CHR"" ",0.01,"""Binance CHR ",2022-05-27 20:01:06.997267
452,"""CHR"" ",-0.0464,"""FTX CHR ",2022-05-27 20:01:06.997267
456,"""CHZ"" ",0.017775,"""Binance CHZ ",2022-05-27 20:01:06.997267
459,"""CHZ"" ",-0.0416,"""FTX CHZ ",2022-05-27 20:01:06.997267
465,"""CLV"" ",-0.1104,"""FTX CLV ",2022-05-27 20:01:06.997267
471,"""CONV"" ",-0.1064,"""FTX CONV ",2022-05-27 20:01:06.997267
475,"""COTI"" ",0.075909,"""Binance COTI ",2022-05-27 20:01:06.997267
483,"""CREAM"" ",-0.0248,"""FTX CREAM ",2022-05-27 20:01:06.997267
489,"""CRO"" ",-0.0456,"""FTX CRO ",2022-05-27 20:01:06.997267
493,"""CRV"" ",-0.008687,"""Binance CRV ",2022-05-27 20:01:06.997267
495,"""CRV"" ",-0.0102232,"""dYdX CRV ",2022-05-27 20:01:06.997267
497,"""CRV"" ",-0.0672,"""FTX CRV ",2022-05-27 20:01:06.997267
501,"""CTK"" ",0.01,"""Binance CTK ",2022-05-27 20:01:06.997267
507,"""CTSI"" ",0.01,"""Binance CTSI ",2022-05-27 20:01:06.997267
513,"""CVC"" ",0.01,"""Binance CVC ",2022-05-27 20:01:06.997267
516,"""CVC"" ",-0.0344,"""FTX CVC ",2022-05-27 20:01:06.997267
522,"""CVX"" ",-0.0408,"""FTX CVX ",2022-05-27 20:01:06.997267
526,"""DASH"" ",-0.019474,"""Binance DASH ",2022-05-27 20:01:06.997267
529,"""DASH"" ",-0.0176,"""FTX DASH ",2022-05-27 20:01:06.997267
535,"""DAWN"" ",-0.048,"""FTX DAWN ",2022-05-27 20:01:06.997267
542,"""DEFIM"" ",0.01,"""BitMEX DEFIM ",2022-05-27 20:01:06.997267
548,"""DEFIMEXTT"" ",-1.0236,"""BitMEX DEFIMEXTT ",2022-05-27 20:01:06.997267
551,"""DENT"" ",0.01,"""Binance DENT ",2022-05-27 20:01:06.997267
554,"""DENT"" ",-0.0248,"""FTX DENT ",2022-05-27 20:01:06.997267
558,"""DGB"" ",0.01,"""Binance DGB ",2022-05-27 20:01:06.997267
564,"""DODO"" ",0.01,"""Binance DODO ",2022-05-27 20:01:06.997267
567,"""DODO"" ",-0.2208,"""FTX DODO ",2022-05-27 20:01:06.997267
571,"""DOGEB"" ",0.01,"""Binance DOGEB ",2022-05-27 20:01:06.997267
577,"""DOGEBUSD"" ",0.001836,"""Binance DOGEBUSD ",2022-05-27 20:01:06.997267
586,"""DOGET"" ",-0.0293,"""BitMEX DOGET ",2022-05-27 20:01:06.997267
592,"""DOTT"" ",-0.0075,"""BitMEX DOTT ",2022-05-27 20:01:06.997267
597,"""DRGN"" ",-0.016,"""FTX DRGN ",2022-05-27 20:01:06.997267
601,"""DUSK"" ",0.008796,"""Binance DUSK ",2022-05-27 20:01:06.997267
607,"""DYDX"" ",-0.014518,"""Binance DYDX ",2022-05-27 20:01:06.997267
610,"""DYDX"" ",-0.0296,"""FTX DYDX ",2022-05-27 20:01:06.997267
616,"""EDEN"" ",-0.1096,"""FTX EDEN ",2022-05-27 20:01:06.997267
620,"""EGLD"" ",0.000917,"""Binance EGLD ",2022-05-27 20:01:06.997267
623,"""EGLD"" ",-0.0256,"""FTX EGLD ",2022-05-27 20:01:06.997267
627,"""ENJ"" ",-0.013331,"""Binance ENJ ",2022-05-27 20:01:06.997267
629,"""ENJ"" ",0.01,"""dYdX ENJ ",2022-05-27 20:01:06.997267
631,"""ENJ"" ",-0.0376,"""FTX ENJ ",2022-05-27 20:01:06.997267
635,"""ENS"" ",-0.029408,"""Binance ENS ",2022-05-27 20:01:06.997267
638,"""ENS"" ",-0.024,"""FTX ENS ",2022-05-27 20:01:06.997267
645,"""EOST"" ",0.01,"""BitMEX EOST ",2022-05-27 20:01:06.997267
648,"""ETHBU"" ",0.003812,"""Binance ETHBU ",2022-05-27 20:01:06.997267
654,"""ETHBUSD"" ",0.01,"""Binance ETHBUSD ",2022-05-27 20:01:06.997267
663,"""ETHT"" ",0.01,"""BitMEX ETHT ",2022-05-27 20:01:06.997267
668,"""FIDA"" ",-0.144,"""FTX FIDA ",2022-05-27 20:01:06.997267
672,"""FIL"" ",-0.022143,"""Binance FIL ",2022-05-27 20:01:06.997267
674,"""FIL"" ",0.0045484,"""dYdX FIL ",2022-05-27 20:01:06.997267
676,"""FIL"" ",-0.0112,"""FTX FIL ",2022-05-27 20:01:06.997267
683,"""FILT"" ",0.0644,"""BitMEX FILT ",2022-05-27 20:01:06.997267
686,"""FLM"" ",-0.012731,"""Binance FLM ",2022-05-27 20:01:06.997267
689,"""FLM"" ",-0.0368,"""FTX FLM ",2022-05-27 20:01:06.997267
693,"""FLOW"" ",-0.018847,"""Binance FLOW ",2022-05-27 20:01:06.997267
696,"""FLOW"" ",-0.0352,"""FTX FLOW ",2022-05-27 20:01:06.997267
700,"""FTM"" ",-0.01487,"""Binance FTM ",2022-05-27 20:01:06.997267
703,"""FTM"" ",-0.0176,"""FTX FTM ",2022-05-27 20:01:06.997267
707,"""FTMBUSD"" ",-0.006552,"""Binance FTMBUSD ",2022-05-27 20:01:06.997267
716,"""FTMT"" ",0.01,"""BitMEX FTMT ",2022-05-27 20:01:06.997267
719,"""FTT"" ",-0.00512,"""Binance FTT ",2022-05-27 20:01:06.997267
722,"""FTT"" ",-0.004,"""FTX FTT ",2022-05-27 20:01:06.997267
726,"""FTTBU"" ",0.01,"""Binance FTTBU ",2022-05-27 20:01:06.997267
732,"""FTTBUSD"" ",0.008433,"""Binance FTTBUSD ",2022-05-27 20:01:06.997267
740,"""FXS"" ",-0.0144,"""FTX FXS ",2022-05-27 20:01:06.997267
744,"""GAL"" ",-0.037175,"""Binance GAL ",2022-05-27 20:01:06.997267
747,"""GAL"" ",-0.0488,"""FTX GAL ",2022-05-27 20:01:06.997267
749,"""GAL"" ",-0.3154,"""BitMEX GAL ",2022-05-27 20:01:06.997267
752,"""GALA"" ",-0.01983,"""Binance GALA ",2022-05-27 20:01:06.997267
755,"""GALA"" ",-0.0256,"""FTX GALA ",2022-05-27 20:01:06.997267
759,"""GALABUSD"" ",0.01,"""Binance GALABUSD ",2022-05-27 20:01:06.997267
765,"""GALBUSD"" ",-0.023126,"""Binance GALBUSD ",2022-05-27 20:01:06.997267
774,"""GALT"" ",0.01,"""BitMEX GALT ",2022-05-27 20:01:06.997267
779,"""GLMR"" ",-0.0448,"""FTX GLMR ",2022-05-27 20:01:06.997267
783,"""GMT"" ",-0.31022,"""Binance GMT ",2022-05-27 20:01:06.997267
786,"""GMT"" ",-0.1472,"""FTX GMT ",2022-05-27 20:01:06.997267
788,"""GMT"" ",-0.2675,"""BitMEX GMT ",2022-05-27 20:01:06.997267
791,"""GMTBUSD"" ",-0.302822,"""Binance GMTBUSD ",2022-05-27 20:01:06.997267
800,"""GMTT"" ",-0.4172,"""BitMEX GMTT ",2022-05-27 20:01:06.997267
803,"""GRT"" ",-0.006917,"""Binance GRT ",2022-05-27 20:01:06.997267
806,"""GRT"" ",-0.0248,"""FTX GRT ",2022-05-27 20:01:06.997267
812,"""GST"" ",-1.5192,"""FTX GST ",2022-05-27 20:01:06.997267
816,"""GTC"" ",-0.015132,"""Binance GTC ",2022-05-27 20:01:06.997267
822,"""HBAR"" ",-0.016223,"""Binance HBAR ",2022-05-27 20:01:06.997267
825,"""HBAR"" ",-0.0096,"""FTX HBAR ",2022-05-27 20:01:06.997267
829,"""HNT"" ",-0.029338,"""Binance HNT ",2022-05-27 20:01:06.997267
832,"""HNT"" ",-0.0272,"""FTX HNT ",2022-05-27 20:01:06.997267
838,"""HOLY"" ",-0.0088,"""FTX HOLY ",2022-05-27 20:01:06.997267
842,"""HOT"" ",0.008352,"""Binance HOT ",2022-05-27 20:01:06.997267
845,"""HOT"" ",-0.06,"""FTX HOT ",2022-05-27 20:01:06.997267
851,"""HT"" ",-0.0328,"""FTX HT ",2022-05-27 20:01:06.997267
857,"""HUM"" ",-0.4536,"""FTX HUM ",2022-05-27 20:01:06.997267
861,"""ICP"" ",-0.023478,"""Binance ICP ",2022-05-27 20:01:06.997267
863,"""ICP"" ",0.00939128,"""dYdX ICP ",2022-05-27 20:01:06.997267
865,"""ICP"" ",-0.048,"""FTX ICP ",2022-05-27 20:01:06.997267
869,"""ICX"" ",-0.000648,"""Binance ICX ",2022-05-27 20:01:06.997267
872,"""ICX"" ",-0.0168,"""FTX ICX ",2022-05-27 20:01:06.997267
876,"""IMX"" ",-0.059175,"""Binance IMX ",2022-05-27 20:01:06.997267
879,"""IMX"" ",-0.0496,"""FTX IMX ",2022-05-27 20:01:06.997267
883,"""IOST"" ",-0.013747,"""Binance IOST ",2022-05-27 20:01:06.997267
886,"""IOST"" ",-0.0472,"""FTX IOST ",2022-05-27 20:01:06.997267
890,"""IOTA"" ",-0.020607,"""Binance IOTA ",2022-05-27 20:01:06.997267
893,"""IOTA"" ",-0.0416,"""FTX IOTA ",2022-05-27 20:01:06.997267
897,"""IOTX"" ",0.007273,"""Binance IOTX ",2022-05-27 20:01:06.997267
903,"""JASMY"" ",-0.041633,"""Binance JASMY ",2022-05-27 20:01:06.997267
906,"""JASMY"" ",-0.0016,"""FTX JASMY ",2022-05-27 20:01:06.997267
912,"""KBTT"" ",0.1312,"""FTX KBTT ",2022-05-27 20:01:06.997267
916,"""KEEP"" ",0.01,"""Binance KEEP ",2022-05-27 20:01:06.997267
924,"""KIN"" ",-0.0232,"""FTX KIN ",2022-05-27 20:01:06.997267
928,"""KLAY"" ",-0.028703,"""Binance KLAY ",2022-05-27 20:01:06.997267
936,"""KSHIB"" ",-0.04,"""FTX KSHIB ",2022-05-27 20:01:06.997267
940,"""KSM"" ",-0.01961,"""Binance KSM ",2022-05-27 20:01:06.997267
943,"""KSM"" ",-0.0192,"""FTX KSM ",2022-05-27 20:01:06.997267
949,"""KSOS"" ",0.0976,"""FTX KSOS ",2022-05-27 20:01:06.997267
953,"""LEND"" ",0.01,"""Binance LEND ",2022-05-27 20:01:06.997267
956,"""LEND"" ",0.004,"""FTX LEND ",2022-05-27 20:01:06.997267
962,"""LEO"" ",-0.1176,"""FTX LEO ",2022-05-27 20:01:06.997267
966,"""LINA"" ",-0.093479,"""Binance LINA ",2022-05-27 20:01:06.997267
969,"""LINA"" ",-0.024,"""FTX LINA ",2022-05-27 20:01:06.997267
976,"""LINKT"" ",0.01,"""BitMEX LINKT ",2022-05-27 20:01:06.997267
979,"""LIT"" ",-0.069843,"""Binance LIT ",2022-05-27 20:01:06.997267
987,"""LOOKS"" ",-0.0848,"""FTX LOOKS ",2022-05-27 20:01:06.997267
991,"""LPT"" ",-0.011209,"""Binance LPT ",2022-05-27 20:01:06.997267
997,"""LRC"" ",-0.06555,"""Binance LRC ",2022-05-27 20:01:06.997267
1000,"""LRC"" ",-0.0584,"""FTX LRC ",2022-05-27 20:01:06.997267
1007,"""LTCT"" ",-0.0443,"""BitMEX LTCT ",2022-05-27 20:01:06.997267
1010,"""LUNA"" ",0.01,"""Binance LUNA ",2022-05-27 20:01:06.997267
1012,"""LUNA"" ",0.0,"""dYdX LUNA ",2022-05-27 20:01:06.997267
1014,"""LUNA"" ",-14.4832,"""FTX LUNA ",2022-05-27 20:01:06.997267
1016,"""LUNA"" ",1.875,"""BitMEX LUNA ",2022-05-27 20:01:06.997267
1019,"""LUNABUSD"" ",-2.499998,"""Binance LUNABUSD ",2022-05-27 20:01:06.997267
1028,"""LUNAT"" ",1.875,"""BitMEX LUNAT ",2022-05-27 20:01:06.997267
1031,"""MANA"" ",-0.024928,"""Binance MANA ",2022-05-27 20:01:06.997267
1034,"""MANA"" ",-0.0288,"""FTX MANA ",2022-05-27 20:01:06.997267
1041,"""MANAT"" ",0.01,"""BitMEX MANAT ",2022-05-27 20:01:06.997267
1046,"""MAPS"" ",0.056,"""FTX MAPS ",2022-05-27 20:01:06.997267
1050,"""MASK"" ",-0.031939,"""Binance MASK ",2022-05-27 20:01:06.997267
1056,"""MATIC"" ",-0.013131,"""Binance MATIC ",2022-05-27 20:01:06.997267
1058,"""MATIC"" ",0.00182256,"""dYdX MATIC ",2022-05-27 20:01:06.997267
1060,"""MATIC"" ",-0.02,"""FTX MATIC ",2022-05-27 20:01:06.997267
1062,"""MATIC"" ",0.01,"""BitMEX MATIC ",2022-05-27 20:01:06.997267
1068,"""MATICT"" ",0.01,"""BitMEX MATICT ",2022-05-27 20:01:06.997267
1073,"""MCB"" ",0.1272,"""FTX MCB ",2022-05-27 20:01:06.997267
1079,"""MEDIA"" ",0.1728,"""FTX MEDIA ",2022-05-27 20:01:06.997267
1085,"""MER"" ",0.0984,"""FTX MER ",2022-05-27 20:01:06.997267
1092,"""METAM"" ",0.01,"""BitMEX METAM ",2022-05-27 20:01:06.997267
1098,"""METAMEXTT"" ",-0.2577,"""BitMEX METAMEXTT ",2022-05-27 20:01:06.997267
1103,"""MINA"" ",-0.1992,"""FTX MINA ",2022-05-27 20:01:06.997267
1107,"""MKR"" ",0.00099,"""Binance MKR ",2022-05-27 20:01:06.997267
1109,"""MKR"" ",0.00754944,"""dYdX MKR ",2022-05-27 20:01:06.997267
1111,"""MKR"" ",-0.0168,"""FTX MKR ",2022-05-27 20:01:06.997267
1117,"""MNGO"" ",-0.0152,"""FTX MNGO ",2022-05-27 20:01:06.997267
1123,"""MOB"" ",-0.0216,"""FTX MOB ",2022-05-27 20:01:06.997267
1127,"""MTL"" ",-0.056444,"""Binance MTL ",2022-05-27 20:01:06.997267
1130,"""MTL"" ",-0.0272,"""FTX MTL ",2022-05-27 20:01:06.997267
1136,"""MVDA1"" ",-0.004,"""FTX MVDA1 ",2022-05-27 20:01:06.997267
1142,"""MVDA10"" ",0.0248,"""FTX MVDA10 ",2022-05-27 20:01:06.997267
1148,"""MVDA2"" ",-0.0272,"""FTX MVDA2 ",2022-05-27 20:01:06.997267
1154,"""MVDA25"" ",0.024,"""FTX MVDA25 ",2022-05-27 20:01:06.997267
1158,"""NEAR"" ",-0.027253,"""Binance NEAR ",2022-05-27 20:01:06.997267
1160,"""NEAR"" ",-0.02366464,"""dYdX NEAR ",2022-05-27 20:01:06.997267
1162,"""NEAR"" ",-0.0192,"""FTX NEAR ",2022-05-27 20:01:06.997267
1164,"""NEAR"" ",0.01,"""BitMEX NEAR ",2022-05-27 20:01:06.997267
1167,"""NEARBUSD"" ",-0.072231,"""Binance NEARBUSD ",2022-05-27 20:01:06.997267
1176,"""NEART"" ",0.01,"""BitMEX NEART ",2022-05-27 20:01:06.997267
1179,"""NEO"" ",-0.005602,"""Binance NEO ",2022-05-27 20:01:06.997267
1182,"""NEO"" ",-0.0208,"""FTX NEO ",2022-05-27 20:01:06.997267
1186,"""NKN"" ",-0.011977,"""Binance NKN ",2022-05-27 20:01:06.997267
1194,"""NPXS"" ",-3.1072,"""FTX NPXS ",2022-05-27 20:01:06.997267
1198,"""NU"" ",-0.231514,"""Binance NU ",2022-05-27 20:01:06.997267
1204,"""OCEAN"" ",0.002057,"""Binance OCEAN ",2022-05-27 20:01:06.997267
1210,"""OGN"" ",-0.065861,"""Binance OGN ",2022-05-27 20:01:06.997267
1218,"""OKB"" ",0.0072,"""FTX OKB ",2022-05-27 20:01:06.997267
1222,"""OMG"" ",0.005135,"""Binance OMG ",2022-05-27 20:01:06.997267
1225,"""OMG"" ",-0.0112,"""FTX OMG ",2022-05-27 20:01:06.997267
1229,"""ONE"" ",-0.006571,"""Binance ONE ",2022-05-27 20:01:06.997267
1232,"""ONE"" ",-0.0416,"""FTX ONE ",2022-05-27 20:01:06.997267
1236,"""ONT"" ",-0.014514,"""Binance ONT ",2022-05-27 20:01:06.997267
1239,"""ONT"" ",-0.0408,"""FTX ONT ",2022-05-27 20:01:06.997267
1245,"""ORBS"" ",-0.1392,"""FTX ORBS ",2022-05-27 20:01:06.997267
1251,"""OXY"" ",-0.1168,"""FTX OXY ",2022-05-27 20:01:06.997267
1257,"""PAXG"" ",-0.0648,"""FTX PAXG ",2022-05-27 20:01:06.997267
1261,"""PEOPL"" ",0.01,"""Binance PEOPL ",2022-05-27 20:01:06.997267
1264,"""PEOPL"" ",-0.0072,"""FTX PEOPL ",2022-05-27 20:01:06.997267
1268,"""PEOPLE"" ",-0.024602,"""Binance PEOPLE ",2022-05-27 20:01:06.997267
1271,"""PEOPLE"" ",0.0056,"""FTX PEOPLE ",2022-05-27 20:01:06.997267
1277,"""PERP"" ",-0.3856,"""FTX PERP ",2022-05-27 20:01:06.997267
1283,"""POLIS"" ",-0.0072,"""FTX POLIS ",2022-05-27 20:01:06.997267
1289,"""PROM"" ",0.0584,"""FTX PROM ",2022-05-27 20:01:06.997267
1295,"""PUNDI"" ",-0.116,"""FTX PUNDI ",2022-05-27 20:01:06.997267
1301,"""PUNDIX"" ",-0.0128,"""FTX PUNDIX ",2022-05-27 20:01:06.997267
1305,"""QTUM"" ",-0.010533,"""Binance QTUM ",2022-05-27 20:01:06.997267
1308,"""QTUM"" ",-0.0376,"""FTX QTUM ",2022-05-27 20:01:06.997267
1314,"""RAMP"" ",0.012,"""FTX RAMP ",2022-05-27 20:01:06.997267
