,Crypto,Funding Rate,Exchange,date_time
129,"""AAVE"" ",0.01317904,"""dYdX AAVE ",2022-05-26 04:01:35.514881
131,"""AAVE"" ",0.0072,"""FTX AAVE ",2022-05-26 04:01:35.514881
138,"""AAVET"" ",0.1941,"""BitMEX AAVET ",2022-05-26 04:01:35.514881
141,"""ADA"" ",-0.010408,"""Binance ADA ",2022-05-26 04:01:35.514881
143,"""ADA"" ",0.00880448,"""dYdX ADA ",2022-05-26 04:01:35.514881
145,"""ADA"" ",-0.0192,"""FTX ADA ",2022-05-26 04:01:35.514881
147,"""ADA"" ",0.0806,"""BitMEX ADA ",2022-05-26 04:01:35.514881
153,"""ADAT"" ",0.01,"""BitMEX ADAT ",2022-05-26 04:01:35.514881
158,"""AGLD"" ",-0.0936,"""FTX AGLD ",2022-05-26 04:01:35.514881
162,"""AKRO"" ",0.083221,"""Binance AKRO ",2022-05-26 04:01:35.514881
170,"""ALCX"" ",-0.1392,"""FTX ALCX ",2022-05-26 04:01:35.514881
174,"""ALGO"" ",0.002378,"""Binance ALGO ",2022-05-26 04:01:35.514881
176,"""ALGO"" ",0.00885792,"""dYdX ALGO ",2022-05-26 04:01:35.514881
178,"""ALGO"" ",-0.004,"""FTX ALGO ",2022-05-26 04:01:35.514881
182,"""ALICE"" ",0.021982,"""Binance ALICE ",2022-05-26 04:01:35.514881
185,"""ALICE"" ",-0.0072,"""FTX ALICE ",2022-05-26 04:01:35.514881
189,"""ALPHA"" ",0.069044,"""Binance ALPHA ",2022-05-26 04:01:35.514881
192,"""ALPHA"" ",-0.0512,"""FTX ALPHA ",2022-05-26 04:01:35.514881
199,"""ALTME"" ",0.01,"""BitMEX ALTME ",2022-05-26 04:01:35.514881
205,"""ALTMEXTT"" ",1.3689,"""BitMEX ALTMEXTT ",2022-05-26 04:01:35.514881
210,"""AMC"" ",0.0,"""FTX AMC ",2022-05-26 04:01:35.514881
216,"""ANC"" ",-0.324,"""FTX ANC ",2022-05-26 04:01:35.514881
220,"""ANKR"" ",0.144693,"""Binance ANKR ",2022-05-26 04:01:35.514881
228,"""APE"" ",0.0016,"""FTX APE ",2022-05-26 04:01:35.514881
230,"""APE"" ",-0.43,"""BitMEX APE ",2022-05-26 04:01:35.514881
236,"""APET"" ",-0.024,"""BitMEX APET ",2022-05-26 04:01:35.514881
241,"""AR"" ",-0.0144,"""FTX AR ",2022-05-26 04:01:35.514881
247,"""ASD"" ",-0.0784,"""FTX ASD ",2022-05-26 04:01:35.514881
253,"""ATLAS"" ",-0.032,"""FTX ATLAS ",2022-05-26 04:01:35.514881
257,"""ATOM"" ",0.00242,"""Binance ATOM ",2022-05-26 04:01:35.514881
259,"""ATOM"" ",0.0052144,"""dYdX ATOM ",2022-05-26 04:01:35.514881
261,"""ATOM"" ",-0.032,"""FTX ATOM ",2022-05-26 04:01:35.514881
267,"""AUDIO"" ",-0.0344,"""FTX AUDIO ",2022-05-26 04:01:35.514881
271,"""AVAX"" ",0.173657,"""Binance AVAX ",2022-05-26 04:01:35.514881
273,"""AVAX"" ",0.00270984,"""dYdX AVAX ",2022-05-26 04:01:35.514881
275,"""AVAX"" ",0.0008,"""FTX AVAX ",2022-05-26 04:01:35.514881
277,"""AVAX"" ",0.01,"""BitMEX AVAX ",2022-05-26 04:01:35.514881
283,"""AVAXT"" ",0.01,"""BitMEX AVAXT ",2022-05-26 04:01:35.514881
286,"""AXS"" ",0.15546,"""Binance AXS ",2022-05-26 04:01:35.514881
289,"""AXS"" ",-0.0784,"""FTX AXS ",2022-05-26 04:01:35.514881
291,"""AXS"" ",-0.0705,"""BitMEX AXS ",2022-05-26 04:01:35.514881
297,"""AXST"" ",-0.0294,"""BitMEX AXST ",2022-05-26 04:01:35.514881
302,"""BADGE"" ",0.0144,"""FTX BADGE ",2022-05-26 04:01:35.514881
308,"""BADGER"" ",-0.0768,"""FTX BADGER ",2022-05-26 04:01:35.514881
314,"""BAO"" ",0.296,"""FTX BAO ",2022-05-26 04:01:35.514881
318,"""BAT"" ",-0.012184,"""Binance BAT ",2022-05-26 04:01:35.514881
321,"""BAT"" ",-0.0072,"""FTX BAT ",2022-05-26 04:01:35.514881
328,"""BCHT"" ",0.01,"""BitMEX BCHT ",2022-05-26 04:01:35.514881
331,"""BEL"" ",0.008452,"""Binance BEL ",2022-05-26 04:01:35.514881
339,"""BIT"" ",-0.0248,"""FTX BIT ",2022-05-26 04:01:35.514881
343,"""BLZ"" ",-0.006982,"""Binance BLZ ",2022-05-26 04:01:35.514881
349,"""BNBBU"" ",0.01,"""Binance BNBBU ",2022-05-26 04:01:35.514881
358,"""BNBT"" ",0.01,"""BitMEX BNBT ",2022-05-26 04:01:35.514881
361,"""BNT"" ",0.01,"""Binance BNT ",2022-05-26 04:01:35.514881
364,"""BNT"" ",0.0056,"""FTX BNT ",2022-05-26 04:01:35.514881
370,"""BOBA"" ",-0.0152,"""FTX BOBA ",2022-05-26 04:01:35.514881
376,"""BSV"" ",-0.1016,"""FTX BSV ",2022-05-26 04:01:35.514881
380,"""BTCBU"" ",-0.008024,"""Binance BTCBU ",2022-05-26 04:01:35.514881
386,"""BTCDO"" ",0.01,"""Binance BTCDO ",2022-05-26 04:01:35.514881
392,"""BTCST"" ",0.01,"""Binance BTCST ",2022-05-26 04:01:35.514881
398,"""BTS"" ",0.075661,"""Binance BTS ",2022-05-26 04:01:35.514881
404,"""BTT"" ",0.019598,"""Binance BTT ",2022-05-26 04:01:35.514881
407,"""BTT"" ",0.0488,"""FTX BTT ",2022-05-26 04:01:35.514881
411,"""BZRX"" ",0.089926,"""Binance BZRX ",2022-05-26 04:01:35.514881
417,"""C98"" ",0.067425,"""Binance C98 ",2022-05-26 04:01:35.514881
420,"""C98"" ",-0.0864,"""FTX C98 ",2022-05-26 04:01:35.514881
426,"""CAKE"" ",-0.1064,"""FTX CAKE ",2022-05-26 04:01:35.514881
432,"""CEL"" ",0.0072,"""FTX CEL ",2022-05-26 04:01:35.514881
437,"""CELO"" ",0.0076108,"""dYdX CELO ",2022-05-26 04:01:35.514881
439,"""CELO"" ",-0.0264,"""FTX CELO ",2022-05-26 04:01:35.514881
443,"""CELR"" ",0.01,"""Binance CELR ",2022-05-26 04:01:35.514881
449,"""CHR"" ",0.01,"""Binance CHR ",2022-05-26 04:01:35.514881
452,"""CHR"" ",-0.0104,"""FTX CHR ",2022-05-26 04:01:35.514881
456,"""CHZ"" ",0.017775,"""Binance CHZ ",2022-05-26 04:01:35.514881
459,"""CHZ"" ",-0.0112,"""FTX CHZ ",2022-05-26 04:01:35.514881
465,"""CLV"" ",-0.1448,"""FTX CLV ",2022-05-26 04:01:35.514881
471,"""CONV"" ",-0.1768,"""FTX CONV ",2022-05-26 04:01:35.514881
475,"""COTI"" ",0.075909,"""Binance COTI ",2022-05-26 04:01:35.514881
483,"""CREAM"" ",-0.0336,"""FTX CREAM ",2022-05-26 04:01:35.514881
489,"""CRO"" ",0.0064,"""FTX CRO ",2022-05-26 04:01:35.514881
493,"""CRV"" ",-0.008687,"""Binance CRV ",2022-05-26 04:01:35.514881
495,"""CRV"" ",0.00647296,"""dYdX CRV ",2022-05-26 04:01:35.514881
497,"""CRV"" ",-0.0456,"""FTX CRV ",2022-05-26 04:01:35.514881
501,"""CTK"" ",0.01,"""Binance CTK ",2022-05-26 04:01:35.514881
507,"""CTSI"" ",0.01,"""Binance CTSI ",2022-05-26 04:01:35.514881
513,"""CVC"" ",0.01,"""Binance CVC ",2022-05-26 04:01:35.514881
516,"""CVC"" ",0.0,"""FTX CVC ",2022-05-26 04:01:35.514881
522,"""CVX"" ",-0.1104,"""FTX CVX ",2022-05-26 04:01:35.514881
526,"""DASH"" ",-0.019474,"""Binance DASH ",2022-05-26 04:01:35.514881
529,"""DASH"" ",-0.0128,"""FTX DASH ",2022-05-26 04:01:35.514881
535,"""DAWN"" ",-0.0656,"""FTX DAWN ",2022-05-26 04:01:35.514881
542,"""DEFIM"" ",0.01,"""BitMEX DEFIM ",2022-05-26 04:01:35.514881
548,"""DEFIMEXTT"" ",0.8702,"""BitMEX DEFIMEXTT ",2022-05-26 04:01:35.514881
551,"""DENT"" ",0.01,"""Binance DENT ",2022-05-26 04:01:35.514881
554,"""DENT"" ",0.0296,"""FTX DENT ",2022-05-26 04:01:35.514881
558,"""DGB"" ",0.01,"""Binance DGB ",2022-05-26 04:01:35.514881
564,"""DODO"" ",0.01,"""Binance DODO ",2022-05-26 04:01:35.514881
567,"""DODO"" ",-0.0512,"""FTX DODO ",2022-05-26 04:01:35.514881
571,"""DOGEB"" ",0.01,"""Binance DOGEB ",2022-05-26 04:01:35.514881
577,"""DOGEBUSD"" ",0.001836,"""Binance DOGEBUSD ",2022-05-26 04:01:35.514881
586,"""DOGET"" ",-0.0073,"""BitMEX DOGET ",2022-05-26 04:01:35.514881
592,"""DOTT"" ",0.0045,"""BitMEX DOTT ",2022-05-26 04:01:35.514881
597,"""DRGN"" ",0.0056,"""FTX DRGN ",2022-05-26 04:01:35.514881
601,"""DUSK"" ",0.008796,"""Binance DUSK ",2022-05-26 04:01:35.514881
607,"""DYDX"" ",-0.014518,"""Binance DYDX ",2022-05-26 04:01:35.514881
610,"""DYDX"" ",-0.032,"""FTX DYDX ",2022-05-26 04:01:35.514881
616,"""EDEN"" ",-0.0608,"""FTX EDEN ",2022-05-26 04:01:35.514881
620,"""EGLD"" ",0.01,"""Binance EGLD ",2022-05-26 04:01:35.514881
623,"""EGLD"" ",-0.02,"""FTX EGLD ",2022-05-26 04:01:35.514881
627,"""ENJ"" ",-0.02274,"""Binance ENJ ",2022-05-26 04:01:35.514881
629,"""ENJ"" ",0.01,"""dYdX ENJ ",2022-05-26 04:01:35.514881
631,"""ENJ"" ",-0.0256,"""FTX ENJ ",2022-05-26 04:01:35.514881
635,"""ENS"" ",-0.014894,"""Binance ENS ",2022-05-26 04:01:35.514881
638,"""ENS"" ",-0.0104,"""FTX ENS ",2022-05-26 04:01:35.514881
645,"""EOST"" ",0.01,"""BitMEX EOST ",2022-05-26 04:01:35.514881
648,"""ETHBU"" ",0.003812,"""Binance ETHBU ",2022-05-26 04:01:35.514881
654,"""ETHBUSD"" ",0.01,"""Binance ETHBUSD ",2022-05-26 04:01:35.514881
663,"""ETHT"" ",0.01,"""BitMEX ETHT ",2022-05-26 04:01:35.514881
668,"""FIDA"" ",-0.0768,"""FTX FIDA ",2022-05-26 04:01:35.514881
672,"""FIL"" ",-0.016186,"""Binance FIL ",2022-05-26 04:01:35.514881
674,"""FIL"" ",0.00931752,"""dYdX FIL ",2022-05-26 04:01:35.514881
676,"""FIL"" ",-0.0288,"""FTX FIL ",2022-05-26 04:01:35.514881
683,"""FILT"" ",0.0644,"""BitMEX FILT ",2022-05-26 04:01:35.514881
686,"""FLM"" ",-0.004179,"""Binance FLM ",2022-05-26 04:01:35.514881
689,"""FLM"" ",0.008,"""FTX FLM ",2022-05-26 04:01:35.514881
693,"""FLOW"" ",0.000812,"""Binance FLOW ",2022-05-26 04:01:35.514881
696,"""FLOW"" ",-0.0104,"""FTX FLOW ",2022-05-26 04:01:35.514881
700,"""FTM"" ",-0.0039,"""Binance FTM ",2022-05-26 04:01:35.514881
703,"""FTM"" ",-0.0112,"""FTX FTM ",2022-05-26 04:01:35.514881
707,"""FTMBUSD"" ",0.01,"""Binance FTMBUSD ",2022-05-26 04:01:35.514881
716,"""FTMT"" ",0.01,"""BitMEX FTMT ",2022-05-26 04:01:35.514881
719,"""FTT"" ",-0.013179,"""Binance FTT ",2022-05-26 04:01:35.514881
722,"""FTT"" ",-0.0056,"""FTX FTT ",2022-05-26 04:01:35.514881
726,"""FTTBU"" ",0.01,"""Binance FTTBU ",2022-05-26 04:01:35.514881
732,"""FTTBUSD"" ",-0.013579,"""Binance FTTBUSD ",2022-05-26 04:01:35.514881
740,"""FXS"" ",-0.0104,"""FTX FXS ",2022-05-26 04:01:35.514881
744,"""GAL"" ",-0.000621,"""Binance GAL ",2022-05-26 04:01:35.514881
747,"""GAL"" ",-0.0224,"""FTX GAL ",2022-05-26 04:01:35.514881
749,"""GAL"" ",0.01,"""BitMEX GAL ",2022-05-26 04:01:35.514881
752,"""GALA"" ",-0.004131,"""Binance GALA ",2022-05-26 04:01:35.514881
755,"""GALA"" ",-0.0104,"""FTX GALA ",2022-05-26 04:01:35.514881
759,"""GALABUSD"" ",0.01,"""Binance GALABUSD ",2022-05-26 04:01:35.514881
765,"""GALBUSD"" ",0.01,"""Binance GALBUSD ",2022-05-26 04:01:35.514881
774,"""GALT"" ",0.01,"""BitMEX GALT ",2022-05-26 04:01:35.514881
779,"""GLMR"" ",0.0288,"""FTX GLMR ",2022-05-26 04:01:35.514881
783,"""GMT"" ",-0.016565,"""Binance GMT ",2022-05-26 04:01:35.514881
786,"""GMT"" ",-0.0272,"""FTX GMT ",2022-05-26 04:01:35.514881
788,"""GMT"" ",0.01,"""BitMEX GMT ",2022-05-26 04:01:35.514881
791,"""GMTBUSD"" ",-0.001641,"""Binance GMTBUSD ",2022-05-26 04:01:35.514881
800,"""GMTT"" ",0.01,"""BitMEX GMTT ",2022-05-26 04:01:35.514881
803,"""GRT"" ",0.006888,"""Binance GRT ",2022-05-26 04:01:35.514881
806,"""GRT"" ",-0.0056,"""FTX GRT ",2022-05-26 04:01:35.514881
812,"""GST"" ",-1.1376,"""FTX GST ",2022-05-26 04:01:35.514881
816,"""GTC"" ",0.007972,"""Binance GTC ",2022-05-26 04:01:35.514881
822,"""HBAR"" ",-0.016271,"""Binance HBAR ",2022-05-26 04:01:35.514881
825,"""HBAR"" ",-0.0032,"""FTX HBAR ",2022-05-26 04:01:35.514881
829,"""HNT"" ",-0.063611,"""Binance HNT ",2022-05-26 04:01:35.514881
832,"""HNT"" ",-0.0448,"""FTX HNT ",2022-05-26 04:01:35.514881
838,"""HOLY"" ",-0.1352,"""FTX HOLY ",2022-05-26 04:01:35.514881
842,"""HOT"" ",-0.025491,"""Binance HOT ",2022-05-26 04:01:35.514881
845,"""HOT"" ",0.0096,"""FTX HOT ",2022-05-26 04:01:35.514881
851,"""HT"" ",-0.0504,"""FTX HT ",2022-05-26 04:01:35.514881
857,"""HUM"" ",-0.5048,"""FTX HUM ",2022-05-26 04:01:35.514881
861,"""ICP"" ",-0.000297,"""Binance ICP ",2022-05-26 04:01:35.514881
863,"""ICP"" ",0.00926744,"""dYdX ICP ",2022-05-26 04:01:35.514881
865,"""ICP"" ",-0.0096,"""FTX ICP ",2022-05-26 04:01:35.514881
869,"""ICX"" ",-0.009263,"""Binance ICX ",2022-05-26 04:01:35.514881
872,"""ICX"" ",0.0104,"""FTX ICX ",2022-05-26 04:01:35.514881
876,"""IMX"" ",-0.010374,"""Binance IMX ",2022-05-26 04:01:35.514881
879,"""IMX"" ",-0.0112,"""FTX IMX ",2022-05-26 04:01:35.514881
883,"""IOST"" ",-0.012385,"""Binance IOST ",2022-05-26 04:01:35.514881
886,"""IOST"" ",-0.0096,"""FTX IOST ",2022-05-26 04:01:35.514881
890,"""IOTA"" ",-0.022844,"""Binance IOTA ",2022-05-26 04:01:35.514881
893,"""IOTA"" ",-0.0496,"""FTX IOTA ",2022-05-26 04:01:35.514881
897,"""IOTX"" ",0.009429,"""Binance IOTX ",2022-05-26 04:01:35.514881
903,"""JASMY"" ",-0.032644,"""Binance JASMY ",2022-05-26 04:01:35.514881
906,"""JASMY"" ",-0.0136,"""FTX JASMY ",2022-05-26 04:01:35.514881
912,"""KBTT"" ",0.0136,"""FTX KBTT ",2022-05-26 04:01:35.514881
916,"""KEEP"" ",0.01,"""Binance KEEP ",2022-05-26 04:01:35.514881
924,"""KIN"" ",-0.064,"""FTX KIN ",2022-05-26 04:01:35.514881
928,"""KLAY"" ",-0.052861,"""Binance KLAY ",2022-05-26 04:01:35.514881
936,"""KSHIB"" ",-0.0112,"""FTX KSHIB ",2022-05-26 04:01:35.514881
940,"""KSM"" ",-0.025304,"""Binance KSM ",2022-05-26 04:01:35.514881
943,"""KSM"" ",-0.0288,"""FTX KSM ",2022-05-26 04:01:35.514881
949,"""KSOS"" ",0.1648,"""FTX KSOS ",2022-05-26 04:01:35.514881
953,"""LEND"" ",0.01,"""Binance LEND ",2022-05-26 04:01:35.514881
956,"""LEND"" ",0.004,"""FTX LEND ",2022-05-26 04:01:35.514881
962,"""LEO"" ",0.0584,"""FTX LEO ",2022-05-26 04:01:35.514881
966,"""LINA"" ",-0.018379,"""Binance LINA ",2022-05-26 04:01:35.514881
969,"""LINA"" ",-0.0312,"""FTX LINA ",2022-05-26 04:01:35.514881
976,"""LINKT"" ",0.01,"""BitMEX LINKT ",2022-05-26 04:01:35.514881
979,"""LIT"" ",-0.253602,"""Binance LIT ",2022-05-26 04:01:35.514881
987,"""LOOKS"" ",-0.0248,"""FTX LOOKS ",2022-05-26 04:01:35.514881
991,"""LPT"" ",-0.024462,"""Binance LPT ",2022-05-26 04:01:35.514881
997,"""LRC"" ",-0.019364,"""Binance LRC ",2022-05-26 04:01:35.514881
1000,"""LRC"" ",-0.024,"""FTX LRC ",2022-05-26 04:01:35.514881
1007,"""LTCT"" ",-0.0135,"""BitMEX LTCT ",2022-05-26 04:01:35.514881
1010,"""LUNA"" ",0.01,"""Binance LUNA ",2022-05-26 04:01:35.514881
1012,"""LUNA"" ",0.0,"""dYdX LUNA ",2022-05-26 04:01:35.514881
1014,"""LUNA"" ",-14.4832,"""FTX LUNA ",2022-05-26 04:01:35.514881
1016,"""LUNA"" ",1.875,"""BitMEX LUNA ",2022-05-26 04:01:35.514881
1019,"""LUNABUSD"" ",-2.499998,"""Binance LUNABUSD ",2022-05-26 04:01:35.514881
1028,"""LUNAT"" ",1.875,"""BitMEX LUNAT ",2022-05-26 04:01:35.514881
1031,"""MANA"" ",0.002518,"""Binance MANA ",2022-05-26 04:01:35.514881
1034,"""MANA"" ",0.0,"""FTX MANA ",2022-05-26 04:01:35.514881
1041,"""MANAT"" ",0.01,"""BitMEX MANAT ",2022-05-26 04:01:35.514881
1046,"""MAPS"" ",0.0296,"""FTX MAPS ",2022-05-26 04:01:35.514881
1050,"""MASK"" ",-0.011534,"""Binance MASK ",2022-05-26 04:01:35.514881
1056,"""MATIC"" ",-0.019248,"""Binance MATIC ",2022-05-26 04:01:35.514881
1058,"""MATIC"" ",0.00760624,"""dYdX MATIC ",2022-05-26 04:01:35.514881
1060,"""MATIC"" ",-0.016,"""FTX MATIC ",2022-05-26 04:01:35.514881
1062,"""MATIC"" ",0.01,"""BitMEX MATIC ",2022-05-26 04:01:35.514881
1068,"""MATICT"" ",0.01,"""BitMEX MATICT ",2022-05-26 04:01:35.514881
1073,"""MCB"" ",0.14,"""FTX MCB ",2022-05-26 04:01:35.514881
1079,"""MEDIA"" ",0.0,"""FTX MEDIA ",2022-05-26 04:01:35.514881
1085,"""MER"" ",0.1248,"""FTX MER ",2022-05-26 04:01:35.514881
1092,"""METAM"" ",0.01,"""BitMEX METAM ",2022-05-26 04:01:35.514881
1098,"""METAMEXTT"" ",1.2391,"""BitMEX METAMEXTT ",2022-05-26 04:01:35.514881
1103,"""MINA"" ",-0.0176,"""FTX MINA ",2022-05-26 04:01:35.514881
1107,"""MKR"" ",0.009912,"""Binance MKR ",2022-05-26 04:01:35.514881
1109,"""MKR"" ",0.01,"""dYdX MKR ",2022-05-26 04:01:35.514881
1111,"""MKR"" ",0.0168,"""FTX MKR ",2022-05-26 04:01:35.514881
1117,"""MNGO"" ",0.0112,"""FTX MNGO ",2022-05-26 04:01:35.514881
1123,"""MOB"" ",0.0256,"""FTX MOB ",2022-05-26 04:01:35.514881
1127,"""MTL"" ",-0.020377,"""Binance MTL ",2022-05-26 04:01:35.514881
1130,"""MTL"" ",-0.0608,"""FTX MTL ",2022-05-26 04:01:35.514881
1136,"""MVDA1"" ",-0.004,"""FTX MVDA1 ",2022-05-26 04:01:35.514881
1142,"""MVDA10"" ",0.0208,"""FTX MVDA10 ",2022-05-26 04:01:35.514881
1148,"""MVDA2"" ",-0.0272,"""FTX MVDA2 ",2022-05-26 04:01:35.514881
1154,"""MVDA25"" ",0.0384,"""FTX MVDA25 ",2022-05-26 04:01:35.514881
1158,"""NEAR"" ",-0.0235,"""Binance NEAR ",2022-05-26 04:01:35.514881
1160,"""NEAR"" ",-0.00805592,"""dYdX NEAR ",2022-05-26 04:01:35.514881
1162,"""NEAR"" ",-0.0224,"""FTX NEAR ",2022-05-26 04:01:35.514881
1164,"""NEAR"" ",0.01,"""BitMEX NEAR ",2022-05-26 04:01:35.514881
1167,"""NEARBUSD"" ",-0.009111,"""Binance NEARBUSD ",2022-05-26 04:01:35.514881
1176,"""NEART"" ",0.01,"""BitMEX NEART ",2022-05-26 04:01:35.514881
1179,"""NEO"" ",0.01,"""Binance NEO ",2022-05-26 04:01:35.514881
1182,"""NEO"" ",0.004,"""FTX NEO ",2022-05-26 04:01:35.514881
1186,"""NKN"" ",-0.000676,"""Binance NKN ",2022-05-26 04:01:35.514881
1194,"""NPXS"" ",-3.1072,"""FTX NPXS ",2022-05-26 04:01:35.514881
1198,"""NU"" ",-0.231514,"""Binance NU ",2022-05-26 04:01:35.514881
1204,"""OCEAN"" ",0.00871,"""Binance OCEAN ",2022-05-26 04:01:35.514881
1210,"""OGN"" ",-0.004113,"""Binance OGN ",2022-05-26 04:01:35.514881
1218,"""OKB"" ",-0.0104,"""FTX OKB ",2022-05-26 04:01:35.514881
1222,"""OMG"" ",0.01,"""Binance OMG ",2022-05-26 04:01:35.514881
1225,"""OMG"" ",-0.0072,"""FTX OMG ",2022-05-26 04:01:35.514881
1229,"""ONE"" ",-0.006603,"""Binance ONE ",2022-05-26 04:01:35.514881
1232,"""ONE"" ",-0.012,"""FTX ONE ",2022-05-26 04:01:35.514881
1236,"""ONT"" ",0.01,"""Binance ONT ",2022-05-26 04:01:35.514881
1239,"""ONT"" ",-0.008,"""FTX ONT ",2022-05-26 04:01:35.514881
1245,"""ORBS"" ",-0.0792,"""FTX ORBS ",2022-05-26 04:01:35.514881
1251,"""OXY"" ",-0.1128,"""FTX OXY ",2022-05-26 04:01:35.514881
1257,"""PAXG"" ",0.0296,"""FTX PAXG ",2022-05-26 04:01:35.514881
1261,"""PEOPL"" ",0.01,"""Binance PEOPL ",2022-05-26 04:01:35.514881
1264,"""PEOPL"" ",-0.0072,"""FTX PEOPL ",2022-05-26 04:01:35.514881
1268,"""PEOPLE"" ",0.01,"""Binance PEOPLE ",2022-05-26 04:01:35.514881
1271,"""PEOPLE"" ",-0.0256,"""FTX PEOPLE ",2022-05-26 04:01:35.514881
1277,"""PERP"" ",-0.4176,"""FTX PERP ",2022-05-26 04:01:35.514881
1283,"""POLIS"" ",0.0128,"""FTX POLIS ",2022-05-26 04:01:35.514881
1289,"""PROM"" ",-0.0176,"""FTX PROM ",2022-05-26 04:01:35.514881
1295,"""PUNDI"" ",-0.116,"""FTX PUNDI ",2022-05-26 04:01:35.514881
1301,"""PUNDIX"" ",-0.1496,"""FTX PUNDIX ",2022-05-26 04:01:35.514881
1305,"""QTUM"" ",0.000628,"""Binance QTUM ",2022-05-26 04:01:35.514881
1308,"""QTUM"" ",-0.0176,"""FTX QTUM ",2022-05-26 04:01:35.514881
1314,"""RAMP"" ",0.1192,"""FTX RAMP ",2022-05-26 04:01:35.514881
1318,"""RAY"" ",-0.013812,"""Binance RAY ",2022-05-26 04:01:35.514881
1321,"""RAY"" ",-0.0512,"""FTX RAY ",2022-05-26 04:01:35.514881
