,Crypto,Funding Rate,Exchange,date_time
112,"""DOGE"" ",0.00620176,"""dYdX DOGE ",2022-05-24 12:02:30.208401
114,"""DOGE"" ",-0.0056,"""FTX DOGE ",2022-05-24 12:02:30.208401
116,"""DOGE"" ",0.0478,"""BitMEX DOGE ",2022-05-24 12:02:30.208401
119,"""1INCH"" ",0.151959,"""Binance 1INCH ",2022-05-24 12:02:30.208401
121,"""1INCH"" ",0.00384376,"""dYdX 1INCH ",2022-05-24 12:02:30.208401
123,"""1INCH"" ",-0.0248,"""FTX 1INCH ",2022-05-24 12:02:30.208401
127,"""AAVE"" ",0.115395,"""Binance AAVE ",2022-05-24 12:02:30.208401
129,"""AAVE"" ",0.0094824,"""dYdX AAVE ",2022-05-24 12:02:30.208401
131,"""AAVE"" ",-0.0056,"""FTX AAVE ",2022-05-24 12:02:30.208401
138,"""AAVET"" ",0.1941,"""BitMEX AAVET ",2022-05-24 12:02:30.208401
141,"""ADA"" ",-0.010408,"""Binance ADA ",2022-05-24 12:02:30.208401
143,"""ADA"" ",0.00751368,"""dYdX ADA ",2022-05-24 12:02:30.208401
145,"""ADA"" ",-0.0144,"""FTX ADA ",2022-05-24 12:02:30.208401
147,"""ADA"" ",0.0582,"""BitMEX ADA ",2022-05-24 12:02:30.208401
153,"""ADAT"" ",0.01,"""BitMEX ADAT ",2022-05-24 12:02:30.208401
158,"""AGLD"" ",-0.0504,"""FTX AGLD ",2022-05-24 12:02:30.208401
162,"""AKRO"" ",0.083221,"""Binance AKRO ",2022-05-24 12:02:30.208401
170,"""ALCX"" ",-0.224,"""FTX ALCX ",2022-05-24 12:02:30.208401
174,"""ALGO"" ",0.002378,"""Binance ALGO ",2022-05-24 12:02:30.208401
176,"""ALGO"" ",0.008186,"""dYdX ALGO ",2022-05-24 12:02:30.208401
178,"""ALGO"" ",-0.0168,"""FTX ALGO ",2022-05-24 12:02:30.208401
182,"""ALICE"" ",0.021982,"""Binance ALICE ",2022-05-24 12:02:30.208401
185,"""ALICE"" ",-0.0312,"""FTX ALICE ",2022-05-24 12:02:30.208401
189,"""ALPHA"" ",0.069044,"""Binance ALPHA ",2022-05-24 12:02:30.208401
192,"""ALPHA"" ",-0.0336,"""FTX ALPHA ",2022-05-24 12:02:30.208401
199,"""ALTME"" ",0.01,"""BitMEX ALTME ",2022-05-24 12:02:30.208401
205,"""ALTMEXTT"" ",1.4603,"""BitMEX ALTMEXTT ",2022-05-24 12:02:30.208401
210,"""AMC"" ",0.0,"""FTX AMC ",2022-05-24 12:02:30.208401
216,"""ANC"" ",-1.8568,"""FTX ANC ",2022-05-24 12:02:30.208401
220,"""ANKR"" ",0.144693,"""Binance ANKR ",2022-05-24 12:02:30.208401
228,"""APE"" ",-0.016,"""FTX APE ",2022-05-24 12:02:30.208401
230,"""APE"" ",0.01,"""BitMEX APE ",2022-05-24 12:02:30.208401
236,"""APET"" ",0.01,"""BitMEX APET ",2022-05-24 12:02:30.208401
241,"""AR"" ",-0.032,"""FTX AR ",2022-05-24 12:02:30.208401
247,"""ASD"" ",-0.0784,"""FTX ASD ",2022-05-24 12:02:30.208401
253,"""ATLAS"" ",-0.0512,"""FTX ATLAS ",2022-05-24 12:02:30.208401
257,"""ATOM"" ",0.00242,"""Binance ATOM ",2022-05-24 12:02:30.208401
259,"""ATOM"" ",0.00581144,"""dYdX ATOM ",2022-05-24 12:02:30.208401
261,"""ATOM"" ",-0.0168,"""FTX ATOM ",2022-05-24 12:02:30.208401
267,"""AUDIO"" ",-0.0424,"""FTX AUDIO ",2022-05-24 12:02:30.208401
271,"""AVAX"" ",0.173657,"""Binance AVAX ",2022-05-24 12:02:30.208401
273,"""AVAX"" ",-0.00248488,"""dYdX AVAX ",2022-05-24 12:02:30.208401
275,"""AVAX"" ",-0.0176,"""FTX AVAX ",2022-05-24 12:02:30.208401
277,"""AVAX"" ",0.01,"""BitMEX AVAX ",2022-05-24 12:02:30.208401
283,"""AVAXT"" ",0.01,"""BitMEX AVAXT ",2022-05-24 12:02:30.208401
286,"""AXS"" ",0.15546,"""Binance AXS ",2022-05-24 12:02:30.208401
289,"""AXS"" ",-0.0968,"""FTX AXS ",2022-05-24 12:02:30.208401
291,"""AXS"" ",0.01,"""BitMEX AXS ",2022-05-24 12:02:30.208401
297,"""AXST"" ",-0.0294,"""BitMEX AXST ",2022-05-24 12:02:30.208401
302,"""BADGE"" ",0.0144,"""FTX BADGE ",2022-05-24 12:02:30.208401
308,"""BADGER"" ",-0.0928,"""FTX BADGER ",2022-05-24 12:02:30.208401
314,"""BAO"" ",-0.0336,"""FTX BAO ",2022-05-24 12:02:30.208401
318,"""BAT"" ",-0.012184,"""Binance BAT ",2022-05-24 12:02:30.208401
321,"""BAT"" ",-0.008,"""FTX BAT ",2022-05-24 12:02:30.208401
328,"""BCHT"" ",0.01,"""BitMEX BCHT ",2022-05-24 12:02:30.208401
331,"""BEL"" ",0.008452,"""Binance BEL ",2022-05-24 12:02:30.208401
339,"""BIT"" ",-0.0208,"""FTX BIT ",2022-05-24 12:02:30.208401
343,"""BLZ"" ",-0.006982,"""Binance BLZ ",2022-05-24 12:02:30.208401
349,"""BNBBU"" ",0.01,"""Binance BNBBU ",2022-05-24 12:02:30.208401
358,"""BNBT"" ",0.01,"""BitMEX BNBT ",2022-05-24 12:02:30.208401
361,"""BNT"" ",0.01,"""Binance BNT ",2022-05-24 12:02:30.208401
364,"""BNT"" ",-0.0224,"""FTX BNT ",2022-05-24 12:02:30.208401
370,"""BOBA"" ",-0.024,"""FTX BOBA ",2022-05-24 12:02:30.208401
376,"""BSV"" ",-0.0456,"""FTX BSV ",2022-05-24 12:02:30.208401
380,"""BTCBU"" ",-0.008024,"""Binance BTCBU ",2022-05-24 12:02:30.208401
386,"""BTCDO"" ",0.01,"""Binance BTCDO ",2022-05-24 12:02:30.208401
392,"""BTCST"" ",0.01,"""Binance BTCST ",2022-05-24 12:02:30.208401
398,"""BTS"" ",0.075661,"""Binance BTS ",2022-05-24 12:02:30.208401
404,"""BTT"" ",0.019598,"""Binance BTT ",2022-05-24 12:02:30.208401
407,"""BTT"" ",0.0208,"""FTX BTT ",2022-05-24 12:02:30.208401
411,"""BZRX"" ",0.089926,"""Binance BZRX ",2022-05-24 12:02:30.208401
417,"""C98"" ",0.067425,"""Binance C98 ",2022-05-24 12:02:30.208401
420,"""C98"" ",-0.0648,"""FTX C98 ",2022-05-24 12:02:30.208401
426,"""CAKE"" ",-0.0216,"""FTX CAKE ",2022-05-24 12:02:30.208401
432,"""CEL"" ",0.0112,"""FTX CEL ",2022-05-24 12:02:30.208401
437,"""CELO"" ",0.00869944,"""dYdX CELO ",2022-05-24 12:02:30.208401
439,"""CELO"" ",-0.0088,"""FTX CELO ",2022-05-24 12:02:30.208401
443,"""CELR"" ",0.01,"""Binance CELR ",2022-05-24 12:02:30.208401
449,"""CHR"" ",0.01,"""Binance CHR ",2022-05-24 12:02:30.208401
452,"""CHR"" ",-0.0368,"""FTX CHR ",2022-05-24 12:02:30.208401
456,"""CHZ"" ",0.017775,"""Binance CHZ ",2022-05-24 12:02:30.208401
459,"""CHZ"" ",0.0032,"""FTX CHZ ",2022-05-24 12:02:30.208401
465,"""CLV"" ",-0.1104,"""FTX CLV ",2022-05-24 12:02:30.208401
471,"""CONV"" ",-0.1248,"""FTX CONV ",2022-05-24 12:02:30.208401
475,"""COTI"" ",0.075909,"""Binance COTI ",2022-05-24 12:02:30.208401
483,"""CREAM"" ",0.0536,"""FTX CREAM ",2022-05-24 12:02:30.208401
489,"""CRO"" ",-0.0608,"""FTX CRO ",2022-05-24 12:02:30.208401
493,"""CRV"" ",-0.008687,"""Binance CRV ",2022-05-24 12:02:30.208401
495,"""CRV"" ",0.00782744,"""dYdX CRV ",2022-05-24 12:02:30.208401
497,"""CRV"" ",-0.0456,"""FTX CRV ",2022-05-24 12:02:30.208401
501,"""CTK"" ",0.01,"""Binance CTK ",2022-05-24 12:02:30.208401
507,"""CTSI"" ",0.01,"""Binance CTSI ",2022-05-24 12:02:30.208401
513,"""CVC"" ",0.01,"""Binance CVC ",2022-05-24 12:02:30.208401
516,"""CVC"" ",-0.0384,"""FTX CVC ",2022-05-24 12:02:30.208401
522,"""CVX"" ",0.0248,"""FTX CVX ",2022-05-24 12:02:30.208401
526,"""DASH"" ",-0.019474,"""Binance DASH ",2022-05-24 12:02:30.208401
529,"""DASH"" ",-0.0032,"""FTX DASH ",2022-05-24 12:02:30.208401
535,"""DAWN"" ",0.0448,"""FTX DAWN ",2022-05-24 12:02:30.208401
542,"""DEFIM"" ",0.01,"""BitMEX DEFIM ",2022-05-24 12:02:30.208401
548,"""DEFIMEXTT"" ",1.1626,"""BitMEX DEFIMEXTT ",2022-05-24 12:02:30.208401
551,"""DENT"" ",0.01,"""Binance DENT ",2022-05-24 12:02:30.208401
554,"""DENT"" ",-0.1376,"""FTX DENT ",2022-05-24 12:02:30.208401
558,"""DGB"" ",0.01,"""Binance DGB ",2022-05-24 12:02:30.208401
564,"""DODO"" ",0.01,"""Binance DODO ",2022-05-24 12:02:30.208401
567,"""DODO"" ",-0.2008,"""FTX DODO ",2022-05-24 12:02:30.208401
571,"""DOGEB"" ",0.01,"""Binance DOGEB ",2022-05-24 12:02:30.208401
577,"""DOGEBUSD"" ",0.001836,"""Binance DOGEBUSD ",2022-05-24 12:02:30.208401
586,"""DOGET"" ",-0.0057,"""BitMEX DOGET ",2022-05-24 12:02:30.208401
592,"""DOTT"" ",0.01,"""BitMEX DOTT ",2022-05-24 12:02:30.208401
597,"""DRGN"" ",0.0,"""FTX DRGN ",2022-05-24 12:02:30.208401
601,"""DUSK"" ",0.01,"""Binance DUSK ",2022-05-24 12:02:30.208401
607,"""DYDX"" ",-0.022965,"""Binance DYDX ",2022-05-24 12:02:30.208401
610,"""DYDX"" ",-0.0336,"""FTX DYDX ",2022-05-24 12:02:30.208401
616,"""EDEN"" ",-0.0536,"""FTX EDEN ",2022-05-24 12:02:30.208401
620,"""EGLD"" ",0.000124,"""Binance EGLD ",2022-05-24 12:02:30.208401
623,"""EGLD"" ",-0.0208,"""FTX EGLD ",2022-05-24 12:02:30.208401
627,"""ENJ"" ",-0.009706,"""Binance ENJ ",2022-05-24 12:02:30.208401
629,"""ENJ"" ",0.01,"""dYdX ENJ ",2022-05-24 12:02:30.208401
631,"""ENJ"" ",-0.0336,"""FTX ENJ ",2022-05-24 12:02:30.208401
635,"""ENS"" ",-0.017228,"""Binance ENS ",2022-05-24 12:02:30.208401
638,"""ENS"" ",-0.0096,"""FTX ENS ",2022-05-24 12:02:30.208401
645,"""EOST"" ",0.01,"""BitMEX EOST ",2022-05-24 12:02:30.208401
648,"""ETHBU"" ",0.003812,"""Binance ETHBU ",2022-05-24 12:02:30.208401
654,"""ETHBUSD"" ",0.008257,"""Binance ETHBUSD ",2022-05-24 12:02:30.208401
663,"""ETHT"" ",0.01,"""BitMEX ETHT ",2022-05-24 12:02:30.208401
668,"""FIDA"" ",-0.0512,"""FTX FIDA ",2022-05-24 12:02:30.208401
672,"""FIL"" ",-0.027555,"""Binance FIL ",2022-05-24 12:02:30.208401
674,"""FIL"" ",0.007724,"""dYdX FIL ",2022-05-24 12:02:30.208401
676,"""FIL"" ",-0.0136,"""FTX FIL ",2022-05-24 12:02:30.208401
683,"""FILT"" ",0.0644,"""BitMEX FILT ",2022-05-24 12:02:30.208401
686,"""FLM"" ",0.01,"""Binance FLM ",2022-05-24 12:02:30.208401
689,"""FLM"" ",0.0544,"""FTX FLM ",2022-05-24 12:02:30.208401
693,"""FLOW"" ",-0.010077,"""Binance FLOW ",2022-05-24 12:02:30.208401
696,"""FLOW"" ",-0.0136,"""FTX FLOW ",2022-05-24 12:02:30.208401
700,"""FTM"" ",-0.024055,"""Binance FTM ",2022-05-24 12:02:30.208401
703,"""FTM"" ",-0.0216,"""FTX FTM ",2022-05-24 12:02:30.208401
707,"""FTMBUSD"" ",0.01,"""Binance FTMBUSD ",2022-05-24 12:02:30.208401
716,"""FTMT"" ",0.01,"""BitMEX FTMT ",2022-05-24 12:02:30.208401
719,"""FTT"" ",-0.0009,"""Binance FTT ",2022-05-24 12:02:30.208401
722,"""FTT"" ",0.0048,"""FTX FTT ",2022-05-24 12:02:30.208401
726,"""FTTBU"" ",0.01,"""Binance FTTBU ",2022-05-24 12:02:30.208401
732,"""FTTBUSD"" ",0.01,"""Binance FTTBUSD ",2022-05-24 12:02:30.208401
740,"""FXS"" ",0.0112,"""FTX FXS ",2022-05-24 12:02:30.208401
744,"""GAL"" ",-0.043145,"""Binance GAL ",2022-05-24 12:02:30.208401
747,"""GAL"" ",-0.0368,"""FTX GAL ",2022-05-24 12:02:30.208401
749,"""GAL"" ",0.01,"""BitMEX GAL ",2022-05-24 12:02:30.208401
752,"""GALA"" ",-0.024532,"""Binance GALA ",2022-05-24 12:02:30.208401
755,"""GALA"" ",-0.0256,"""FTX GALA ",2022-05-24 12:02:30.208401
759,"""GALBUSD"" ",0.009636,"""Binance GALBUSD ",2022-05-24 12:02:30.208401
768,"""GALT"" ",0.01,"""BitMEX GALT ",2022-05-24 12:02:30.208401
773,"""GLMR"" ",-0.0792,"""FTX GLMR ",2022-05-24 12:02:30.208401
777,"""GMT"" ",-0.019346,"""Binance GMT ",2022-05-24 12:02:30.208401
780,"""GMT"" ",-0.0192,"""FTX GMT ",2022-05-24 12:02:30.208401
782,"""GMT"" ",0.01,"""BitMEX GMT ",2022-05-24 12:02:30.208401
785,"""GMTBUSD"" ",0.00431,"""Binance GMTBUSD ",2022-05-24 12:02:30.208401
794,"""GMTT"" ",0.01,"""BitMEX GMTT ",2022-05-24 12:02:30.208401
797,"""GRT"" ",0.004434,"""Binance GRT ",2022-05-24 12:02:30.208401
800,"""GRT"" ",0.0032,"""FTX GRT ",2022-05-24 12:02:30.208401
806,"""GST"" ",-0.796,"""FTX GST ",2022-05-24 12:02:30.208401
810,"""GTC"" ",0.008542,"""Binance GTC ",2022-05-24 12:02:30.208401
816,"""HBAR"" ",0.01,"""Binance HBAR ",2022-05-24 12:02:30.208401
819,"""HBAR"" ",-0.052,"""FTX HBAR ",2022-05-24 12:02:30.208401
823,"""HNT"" ",-0.006872,"""Binance HNT ",2022-05-24 12:02:30.208401
826,"""HNT"" ",-0.0744,"""FTX HNT ",2022-05-24 12:02:30.208401
832,"""HOLY"" ",0.1192,"""FTX HOLY ",2022-05-24 12:02:30.208401
836,"""HOT"" ",0.004533,"""Binance HOT ",2022-05-24 12:02:30.208401
839,"""HOT"" ",-0.0616,"""FTX HOT ",2022-05-24 12:02:30.208401
845,"""HT"" ",-0.0104,"""FTX HT ",2022-05-24 12:02:30.208401
851,"""HUM"" ",-0.3288,"""FTX HUM ",2022-05-24 12:02:30.208401
855,"""ICP"" ",0.01,"""Binance ICP ",2022-05-24 12:02:30.208401
857,"""ICP"" ",0.0090832,"""dYdX ICP ",2022-05-24 12:02:30.208401
859,"""ICP"" ",-0.0072,"""FTX ICP ",2022-05-24 12:02:30.208401
863,"""ICX"" ",0.01,"""Binance ICX ",2022-05-24 12:02:30.208401
866,"""ICX"" ",0.0,"""FTX ICX ",2022-05-24 12:02:30.208401
870,"""IMX"" ",0.008041,"""Binance IMX ",2022-05-24 12:02:30.208401
873,"""IMX"" ",-0.0016,"""FTX IMX ",2022-05-24 12:02:30.208401
877,"""IOST"" ",-0.006304,"""Binance IOST ",2022-05-24 12:02:30.208401
880,"""IOST"" ",-0.0288,"""FTX IOST ",2022-05-24 12:02:30.208401
884,"""IOTA"" ",-0.029839,"""Binance IOTA ",2022-05-24 12:02:30.208401
887,"""IOTA"" ",-0.0408,"""FTX IOTA ",2022-05-24 12:02:30.208401
891,"""IOTX"" ",-0.003118,"""Binance IOTX ",2022-05-24 12:02:30.208401
897,"""JASMY"" ",0.005123,"""Binance JASMY ",2022-05-24 12:02:30.208401
900,"""JASMY"" ",0.0,"""FTX JASMY ",2022-05-24 12:02:30.208401
906,"""KBTT"" ",0.1616,"""FTX KBTT ",2022-05-24 12:02:30.208401
910,"""KEEP"" ",0.01,"""Binance KEEP ",2022-05-24 12:02:30.208401
918,"""KIN"" ",-0.0624,"""FTX KIN ",2022-05-24 12:02:30.208401
922,"""KLAY"" ",0.002961,"""Binance KLAY ",2022-05-24 12:02:30.208401
930,"""KSHIB"" ",-0.0088,"""FTX KSHIB ",2022-05-24 12:02:30.208401
934,"""KSM"" ",-0.026878,"""Binance KSM ",2022-05-24 12:02:30.208401
937,"""KSM"" ",-0.0016,"""FTX KSM ",2022-05-24 12:02:30.208401
943,"""KSOS"" ",0.116,"""FTX KSOS ",2022-05-24 12:02:30.208401
947,"""LEND"" ",0.01,"""Binance LEND ",2022-05-24 12:02:30.208401
950,"""LEND"" ",0.004,"""FTX LEND ",2022-05-24 12:02:30.208401
956,"""LEO"" ",-0.1904,"""FTX LEO ",2022-05-24 12:02:30.208401
960,"""LINA"" ",0.005054,"""Binance LINA ",2022-05-24 12:02:30.208401
963,"""LINA"" ",-0.036,"""FTX LINA ",2022-05-24 12:02:30.208401
970,"""LINKT"" ",0.01,"""BitMEX LINKT ",2022-05-24 12:02:30.208401
973,"""LIT"" ",-0.126569,"""Binance LIT ",2022-05-24 12:02:30.208401
981,"""LOOKS"" ",-0.0976,"""FTX LOOKS ",2022-05-24 12:02:30.208401
985,"""LPT"" ",-0.011481,"""Binance LPT ",2022-05-24 12:02:30.208401
991,"""LRC"" ",-0.023252,"""Binance LRC ",2022-05-24 12:02:30.208401
994,"""LRC"" ",-0.0128,"""FTX LRC ",2022-05-24 12:02:30.208401
1001,"""LTCT"" ",-0.0284,"""BitMEX LTCT ",2022-05-24 12:02:30.208401
1004,"""LUNA"" ",0.01,"""Binance LUNA ",2022-05-24 12:02:30.208401
1006,"""LUNA"" ",0.0,"""dYdX LUNA ",2022-05-24 12:02:30.208401
1008,"""LUNA"" ",-14.4832,"""FTX LUNA ",2022-05-24 12:02:30.208401
1010,"""LUNA"" ",1.875,"""BitMEX LUNA ",2022-05-24 12:02:30.208401
1013,"""LUNABUSD"" ",-2.499998,"""Binance LUNABUSD ",2022-05-24 12:02:30.208401
1022,"""LUNAT"" ",1.875,"""BitMEX LUNAT ",2022-05-24 12:02:30.208401
1025,"""MANA"" ",-0.025625,"""Binance MANA ",2022-05-24 12:02:30.208401
1028,"""MANA"" ",-0.0184,"""FTX MANA ",2022-05-24 12:02:30.208401
1035,"""MANAT"" ",0.01,"""BitMEX MANAT ",2022-05-24 12:02:30.208401
1040,"""MAPS"" ",0.0568,"""FTX MAPS ",2022-05-24 12:02:30.208401
1044,"""MASK"" ",0.002734,"""Binance MASK ",2022-05-24 12:02:30.208401
1050,"""MATIC"" ",-0.01391,"""Binance MATIC ",2022-05-24 12:02:30.208401
1052,"""MATIC"" ",0.0039132,"""dYdX MATIC ",2022-05-24 12:02:30.208401
1054,"""MATIC"" ",-0.012,"""FTX MATIC ",2022-05-24 12:02:30.208401
1056,"""MATIC"" ",0.01,"""BitMEX MATIC ",2022-05-24 12:02:30.208401
1062,"""MATICT"" ",0.01,"""BitMEX MATICT ",2022-05-24 12:02:30.208401
1067,"""MCB"" ",0.1968,"""FTX MCB ",2022-05-24 12:02:30.208401
1073,"""MEDIA"" ",0.0256,"""FTX MEDIA ",2022-05-24 12:02:30.208401
1079,"""MER"" ",0.1192,"""FTX MER ",2022-05-24 12:02:30.208401
1086,"""METAM"" ",0.01,"""BitMEX METAM ",2022-05-24 12:02:30.208401
1092,"""METAMEXTT"" ",-0.9755,"""BitMEX METAMEXTT ",2022-05-24 12:02:30.208401
1097,"""MINA"" ",-0.0384,"""FTX MINA ",2022-05-24 12:02:30.208401
1101,"""MKR"" ",-0.002855,"""Binance MKR ",2022-05-24 12:02:30.208401
1103,"""MKR"" ",0.01,"""dYdX MKR ",2022-05-24 12:02:30.208401
1105,"""MKR"" ",-0.0064,"""FTX MKR ",2022-05-24 12:02:30.208401
1111,"""MNGO"" ",-0.016,"""FTX MNGO ",2022-05-24 12:02:30.208401
1117,"""MOB"" ",0.0184,"""FTX MOB ",2022-05-24 12:02:30.208401
1121,"""MTL"" ",-0.042508,"""Binance MTL ",2022-05-24 12:02:30.208401
1124,"""MTL"" ",-0.0408,"""FTX MTL ",2022-05-24 12:02:30.208401
1130,"""MVDA1"" ",-0.004,"""FTX MVDA1 ",2022-05-24 12:02:30.208401
1136,"""MVDA10"" ",0.0328,"""FTX MVDA10 ",2022-05-24 12:02:30.208401
1142,"""MVDA2"" ",-0.0272,"""FTX MVDA2 ",2022-05-24 12:02:30.208401
1148,"""MVDA25"" ",0.0216,"""FTX MVDA25 ",2022-05-24 12:02:30.208401
1152,"""NEAR"" ",-0.020169,"""Binance NEAR ",2022-05-24 12:02:30.208401
1154,"""NEAR"" ",-0.00625424,"""dYdX NEAR ",2022-05-24 12:02:30.208401
1156,"""NEAR"" ",-0.0224,"""FTX NEAR ",2022-05-24 12:02:30.208401
1158,"""NEAR"" ",0.01,"""BitMEX NEAR ",2022-05-24 12:02:30.208401
1161,"""NEARBUSD"" ",0.001544,"""Binance NEARBUSD ",2022-05-24 12:02:30.208401
1170,"""NEART"" ",0.01,"""BitMEX NEART ",2022-05-24 12:02:30.208401
1173,"""NEO"" ",-0.002809,"""Binance NEO ",2022-05-24 12:02:30.208401
1176,"""NEO"" ",-0.0208,"""FTX NEO ",2022-05-24 12:02:30.208401
1180,"""NKN"" ",-0.01763,"""Binance NKN ",2022-05-24 12:02:30.208401
1188,"""NPXS"" ",-3.1072,"""FTX NPXS ",2022-05-24 12:02:30.208401
1192,"""NU"" ",-0.231514,"""Binance NU ",2022-05-24 12:02:30.208401
1198,"""OCEAN"" ",0.01,"""Binance OCEAN ",2022-05-24 12:02:30.208401
1204,"""OGN"" ",0.009468,"""Binance OGN ",2022-05-24 12:02:30.208401
1212,"""OKB"" ",-0.016,"""FTX OKB ",2022-05-24 12:02:30.208401
1216,"""OMG"" ",0.00458,"""Binance OMG ",2022-05-24 12:02:30.208401
1219,"""OMG"" ",-0.012,"""FTX OMG ",2022-05-24 12:02:30.208401
1223,"""ONE"" ",-0.004441,"""Binance ONE ",2022-05-24 12:02:30.208401
1226,"""ONE"" ",-0.0264,"""FTX ONE ",2022-05-24 12:02:30.208401
1230,"""ONT"" ",-0.020392,"""Binance ONT ",2022-05-24 12:02:30.208401
1233,"""ONT"" ",-0.0128,"""FTX ONT ",2022-05-24 12:02:30.208401
1239,"""ORBS"" ",0.1744,"""FTX ORBS ",2022-05-24 12:02:30.208401
1245,"""OXY"" ",-0.0544,"""FTX OXY ",2022-05-24 12:02:30.208401
1251,"""PAXG"" ",0.0,"""FTX PAXG ",2022-05-24 12:02:30.208401
1255,"""PEOPL"" ",0.01,"""Binance PEOPL ",2022-05-24 12:02:30.208401
1258,"""PEOPL"" ",-0.0072,"""FTX PEOPL ",2022-05-24 12:02:30.208401
1262,"""PEOPLE"" ",0.004076,"""Binance PEOPLE ",2022-05-24 12:02:30.208401
1265,"""PEOPLE"" ",-0.0208,"""FTX PEOPLE ",2022-05-24 12:02:30.208401
1271,"""PERP"" ",-0.4936,"""FTX PERP ",2022-05-24 12:02:30.208401
1277,"""POLIS"" ",0.0032,"""FTX POLIS ",2022-05-24 12:02:30.208401
1283,"""PROM"" ",-0.004,"""FTX PROM ",2022-05-24 12:02:30.208401
1289,"""PUNDI"" ",-0.116,"""FTX PUNDI ",2022-05-24 12:02:30.208401
1295,"""PUNDIX"" ",0.004,"""FTX PUNDIX ",2022-05-24 12:02:30.208401
1299,"""QTUM"" ",0.00635,"""Binance QTUM ",2022-05-24 12:02:30.208401
1302,"""QTUM"" ",-0.0184,"""FTX QTUM ",2022-05-24 12:02:30.208401
1308,"""RAMP"" ",-0.1472,"""FTX RAMP ",2022-05-24 12:02:30.208401
1312,"""RAY"" ",-0.005002,"""Binance RAY ",2022-05-24 12:02:30.208401
1315,"""RAY"" ",-0.0736,"""FTX RAY ",2022-05-24 12:02:30.208401
1319,"""REEF"" ",-0.020878,"""Binance REEF ",2022-05-24 12:02:30.208401
